Season,Week,Rk,Team,Conference,W,L,NetRtg,AdjRtg,AdjRk,Win %,PyW %,Luck,Luck Z,Ortg,DRtg,PF,PA,ODrives,DDrives,SOS,SOS rank
2017,1,1,Oklahoma,Big 12,1,0,450.758,129.924,4,1.000,0.848,0.152,0.449,509.091,58.333,56,7,11,12,-129.924,84
2017,1,2,Penn State,Big Ten,1,0,433.333,116.667,5,1.000,0.870,0.130,0.382,433.333,0.000,52,0,12,14,-116.667,83
2017,1,3,Stanford,Pac-12,1,0,418.590,105.449,9,1.000,0.814,0.186,0.552,476.923,58.333,62,7,13,12,-105.449,79
2017,1,4,Clemson,ACC,1,0,405.769,106.731,8,1.000,0.838,0.162,0.478,430.769,25.000,56,3,13,12,-106.731,80
2017,1,5,Wisconsin,Big Ten,1,0,376.923,107.692,7,1.000,0.805,0.195,0.576,453.846,76.923,59,10,13,13,-107.692,81
2017,1,6,Oklahoma State,Big 12,1,0,320.238,130.952,3,1.000,0.789,0.211,0.624,491.667,171.429,59,24,12,14,-130.952,85
2017,1,7,LSU,SEC,1,0,270.000,135.000,2,1.000,0.891,0.109,0.319,270.000,0.000,27,0,10,9,-135.000,86
2017,1,8,UCF,American Athletic,1,0,267.917,83.958,16,1.000,0.743,0.257,0.764,381.250,113.333,61,17,16,15,-83.958,72
2017,1,9,Notre Dame,FBS Independents,1,0,253.846,107.692,6,1.000,0.780,0.220,0.654,376.923,123.077,49,16,13,13,-107.692,82
2017,1,10,Auburn,SEC,1,0,223.333,91.667,12,1.000,0.795,0.205,0.607,273.333,50.000,41,7,15,14,-91.667,76
2017,1,11,Michigan State,Big Ten,1,0,197.802,98.901,10,1.000,0.794,0.206,0.609,269.231,71.429,35,10,13,14,-98.901,78
2017,1,12,USC,Pac-12,1,0,186.905,93.452,11,1.000,0.713,0.287,0.853,408.333,221.429,49,31,12,14,-93.452,77
2017,1,13,Navy,American Athletic,1,0,176.923,88.462,13,1.000,0.735,0.265,0.787,323.077,146.154,42,19,13,13,-88.462,75
2017,1,14,Ohio State,Big Ten,1,0,175.000,87.500,14,1.000,0.741,0.259,0.771,306.250,131.250,49,21,16,16,-87.500,74
2017,1,15,Vanderbilt,SEC,1,0,169.231,84.615,15,1.000,0.784,0.216,0.640,215.385,46.154,28,6,13,13,-84.615,73
2017,1,16,Ole Miss,SEC,1,0,166.667,83.333,17,1.000,0.694,0.306,0.910,391.667,225.000,47,27,12,12,-83.333,71
2017,1,17,Georgia,SEC,1,0,161.538,80.769,18,1.000,0.757,0.243,0.723,238.462,76.923,31,10,13,13,-80.769,69
2017,1,17,Iowa,Big Ten,1,0,161.538,80.769,19,1.000,0.793,0.207,0.614,184.615,23.077,24,3,13,13,-80.769,70
2017,1,19,Washington,Pac-12,1,0,156.061,78.030,20,1.000,0.729,0.271,0.805,272.727,116.667,30,14,11,12,-78.030,68
2017,1,20,Alabama,SEC,1,0,130.769,65.385,21,1.000,0.736,0.264,0.785,184.615,53.846,24,7,13,13,-65.385,67
2017,1,21,Eastern Michigan,Mid-American,1,0,121.429,60.714,22,1.000,0.726,0.274,0.814,171.429,50.000,24,7,14,14,-60.714,66
2017,1,22,Colorado,Pac-12,1,0,116.667,170.556,1,1.000,1.000,0.000,-0.007,141.667,25.000,17,3,12,12,53.889,22
2017,1,23,South Florida,American Athletic,1,0,94.211,47.105,25,1.000,0.656,0.344,1.025,210.000,115.789,42,22,20,19,-47.105,65
2017,1,24,Michigan,Big Ten,1,0,94.048,47.024,26,1.000,0.646,0.354,1.055,235.714,141.667,33,17,14,12,-47.024,64
2017,1,25,Boise State,Mountain West,1,0,91.758,45.879,27,1.000,0.662,0.338,1.006,184.615,92.857,24,13,13,14,-45.879,63
2017,1,26,Colorado State,Mountain West,1,1,91.204,53.889,23,0.500,0.623,-0.123,-0.375,254.167,162.963,61,44,24,27,-26.944,54
2017,1,27,Marshall,Conference USA,1,0,81.818,40.909,28,1.000,0.613,0.387,1.153,281.818,200.000,31,26,11,13,-40.909,62
2017,1,28,Nebraska,Big Ten,1,0,73.626,36.813,29,1.000,0.591,0.409,1.218,330.769,257.143,43,36,13,14,-36.813,61
2017,1,29,Coastal Carolina,Sun Belt,1,0,71.429,47.405,24,1.000,0.717,0.283,0.840,271.429,200.000,38,28,14,14,-24.023,52
2017,1,30,Minnesota,Big Ten,1,0,67.582,33.791,30,1.000,0.641,0.359,1.068,121.429,53.846,17,7,14,13,-33.791,60
2017,1,31,Arizona State,Pac-12,1,0,63.187,31.593,31,1.000,0.586,0.414,1.235,284.615,221.429,37,31,13,14,-31.593,59
2017,1,32,Kentucky,SEC,1,0,58.095,29.048,32,1.000,0.603,0.397,1.182,171.429,113.333,24,17,14,15,-29.048,58
2017,1,33,Virginia Tech,ACC,1,0,56.667,28.333,33,1.000,0.592,0.408,1.217,206.667,150.000,31,24,15,16,-28.333,57
2017,1,34,California,Pac-12,1,0,54.945,27.473,34,1.000,0.576,0.424,1.263,269.231,214.286,35,30,13,14,-27.473,56
2017,1,35,Northwestern,Big Ten,1,0,54.762,27.381,35,1.000,0.585,0.415,1.236,221.429,166.667,31,20,14,12,-27.381,55
2017,1,36,Illinois,Big Ten,1,0,43.182,21.591,36,1.000,0.567,0.433,1.291,218.182,175.000,24,21,11,12,-21.591,51
2017,1,37,Memphis,American Athletic,1,0,39.524,19.762,37,1.000,0.557,0.443,1.321,246.667,207.143,37,29,15,14,-19.762,50
2017,1,38,South Carolina,SEC,1,0,34.615,17.308,38,1.000,0.549,0.451,1.344,250.000,215.385,35,28,14,13,-17.308,49
